info,Район,Тип,Тип.объекта,Комнаты,Этаж,Площадь,Площадь.кухни,Жилая.площадь,Цена,Цена.за.м,Материал.здания,cluster,Год.постройки,Кол.во.подьездов,Перекрытия,Стены,Мусоропровод,Отопление,Газ.плита,Этаж_квартиры,Этажность_дома
Кировский_Новостройка_1_4/17_45.2_67699_Панель,Кировский,Квартира,Новостройка,1,4/17,45.2,13.0,18.0,3060000,67699,Панель,18.0,,,,,,,,4.0,17.0
Кировский_Новостройка_1_6/17_42_67857_Панель,Кировский,Квартира,Новостройка,1,6/17,42.0,9.0,18.0,2850000,67857,Панель,18.0,,,,,,,,6.0,17.0
Кировский_Новостройка_1_6/17_45.2_63274_Панель,Кировский,Квартира,Новостройка,1,6/17,45.2,12.9,18.0,2860000,63274,Панель,18.0,,,,,,,,6.0,17.0
Кировский_Новостройка_1_9/17_45.8_69869_Панель,Кировский,Квартира,Новостройка,1,9/17,45.8,13.3,18.0,3200000,69869,Панель,18.0,,,,,,,,9.0,17.0
Кировский_Новостройка_2_1/17_41.1_65937_Панель,Кировский,Квартира,Новостройка,2,1/17,41.1,4.6,22.0,2710000,65937,Панель,18.0,,,,,,,,1.0,17.0
Кировский_Новостройка_2_12/17_60.5_61157_Панель,Кировский,Квартира,Новостройка,2,12/17,60.5,8.5,37.4,3700000,61157,Панель,18.0,,,,,,,,12.0,17.0
Кировский_Новостройка_2_12/17_62.9_62003_Панель,Кировский,Квартира,Новостройка,2,12/17,62.9,13.0,31.4,3900000,62003,Панель,18.0,,,,,,,,12.0,17.0
Кировский_Новостройка_2_16/17_61.6_64935_Панель,Кировский,Квартира,Новостройка,2,16/17,61.6,13.0,31.0,4000000,64935,Панель,18.0,,,,,,,,16.0,17.0
Кировский_Новостройка_2_2/17_42.1_68884_Панель,Кировский,Квартира,Новостройка,2,2/17,42.1,5.0,27.0,2900000,68884,Панель,18.0,,,,,,,,2.0,17.0
Кировский_Новостройка_2_3/17_61.2_60458_Панель,Кировский,Квартира,Новостройка,2,3/17,61.2,8.6,36.1,3700000,60458,Панель,18.0,,,,,,,,3.0,17.0
Кировский_Новостройка_2_4/17_71.3_62412_Панель,Кировский,Квартира,Новостройка,2,4/17,71.3,13.1,36.0,4450000,62412,Панель,18.0,,,,,,,,4.0,17.0
Кировский_Новостройка_2_8/17_54.7_65814_Панель,Кировский,Квартира,Новостройка,2,8/17,54.7,8.6,31.4,3600000,65814,Панель,18.0,,,,,,,,8.0,17.0
Кировский_Новостройка_2_9/17_61_60656_Панель,Кировский,Квартира,Новостройка,2,9/17,61.0,8.4,35.0,3700000,60656,Панель,18.0,,,,,,,,9.0,17.0
Кировский_Новостройка_3_2/17_64.2_59969_Панель,Кировский,Квартира,Новостройка,3,2/17,64.2,4.6,45.0,3850000,59969,Панель,18.0,,,,,,,,2.0,17.0
Кировский_Новостройка_3_3/17_90_55556_Панель,Кировский,Квартира,Новостройка,3,3/17,90.0,13.5,48.7,5000000,55556,Панель,18.0,,,,,,,,3.0,17.0
Кировский_Новостройка_3_4/17_61_59836_Панель,Кировский,Квартира,Новостройка,3,4/17,61.0,5.0,30.0,3650000,59836,Панель,18.0,,,,,,,,4.0,17.0
Кировский_Новостройка_3_5/17_93.9_52716_Панель,Кировский,Квартира,Новостройка,3,5/17,93.9,13.5,54.1,4950000,52716,Панель,18.0,,,,,,,,5.0,17.0
Кировский_Новостройка_3_5/17_93.9_54313_Панель,Кировский,Квартира,Новостройка,3,5/17,93.9,13.5,54.0,5100000,54313,Панель,18.0,,,,,,,,5.0,17.0
Кировский_Новостройка_3_5/17_94_52660_Монолит,Кировский,Квартира,Новостройка,3,5/17,94.0,13.5,54.0,4950000,52660,Монолит,18.0,,,,,,,,5.0,17.0
Кировский_Новостройка_3_6/17_64.2_60748_Панель,Кировский,Квартира,Новостройка,3,6/17,64.2,5.0,35.0,3900000,60748,Панель,18.0,,,,,,,,6.0,17.0
Кировский_Новостройка_3_8/17_90_55556_Панель,Кировский,Квартира,Новостройка,3,8/17,90.0,13.5,49.0,5000000,55556,Панель,18.0,,,,,,,,8.0,17.0
Заельцовский_Новостройка_1_11/17_37.5_135733_Монолит,Заельцовский,Квартира,Новостройка,1,11/17,37.5,10.0,,5090000,135733,Монолит,20.0,,,,,,,,11.0,17.0
Заельцовский_Новостройка_1_14/17_37.5_146667_Кирпич,Заельцовский,Квартира,Новостройка,1,14/17,37.5,10.0,14.0,5500000,146667,Кирпич,20.0,,,,,,,,14.0,17.0
Заельцовский_Новостройка_1_17/17_37.5_152000_Кирпич,Заельцовский,Квартира,Новостройка,1,17/17,37.5,11.0,15.0,5700000,152000,Кирпич,20.0,,,,,,,,17.0,17.0
Заельцовский_Новостройка_2_13/17_42_158333_Кирпич,Заельцовский,Квартира,Новостройка,2,13/17,42.0,11.6,14.5,6650000,158333,Кирпич,20.0,,,,,,,,13.0,17.0
Заельцовский_Новостройка_3_1/17_95.2_125000_Кирпич,Заельцовский,Квартира,Новостройка,3,1/17,95.2,33.7,42.1,11900000,125000,Кирпич,20.0,,,,,,,,1.0,17.0
Заельцовский_Новостройка_3_3/17_76.4_130890_Кирпич,Заельцовский,Квартира,Новостройка,3,3/17,76.4,6.0,48.0,9999999,130890,Кирпич,20.0,,,,,,,,3.0,17.0
Заельцовский_Новостройка_3_3/17_76.4_130890_Кирпич,Заельцовский,Квартира,Новостройка,3,3/17,76.4,15.0,37.6,10000000,130890,Кирпич,20.0,,,,,,,,3.0,17.0
Заельцовский_Новостройка_4_1/17_97.2_125000_Кирпич,Заельцовский,Квартира,Новостройка,4,1/17,97.2,12.5,65.5,12150000,125000,Кирпич,20.0,,,,,,,,1.0,17.0
Калининский_Новостройка_3_1/10_123.2_84416_Кирпич,Калининский,Квартира,Новостройка,3,1/10,123.2,5.8,64.8,10400000,84416,Кирпич,22.0,,,,,,,,1.0,10.0
Калининский_Новостройка_4_6/10_101.2_92885_Кирпич,Калининский,Квартира,Новостройка,4,6/10,101.2,11.8,55.2,9400000,92885,Кирпич,22.0,,,,,,,,6.0,10.0
Калининский_Новостройка_4_8/10_106.5_87324_Кирпич,Калининский,Квартира,Новостройка,4,8/10,106.5,4.6,75.8,9300000,87324,Кирпич,22.0,,,,,,,,8.0,10.0
Калининский_Новостройка_4_9/10_94.5_91005_Кирпич,Калининский,Квартира,Новостройка,4,9/10,94.5,11.4,57.2,8600000,91005,Кирпич,22.0,,,,,,,,9.0,10.0
Калининский_Новостройка_5_7/9_122.4_85784_Кирпич,Калининский,Квартира,Новостройка,5,7/9,122.4,5.8,77.8,10500000,85784,Кирпич,23.0,,,,,,,,7.0,9.0
Калининский_Новостройка_5_9/9_110.3_85222_Кирпич,Калининский,Квартира,Новостройка,5,9/9,110.3,,,9400000,85222,Кирпич,23.0,,,,,,,,9.0,9.0
Калининский_Новостройка_5_9/9_110.3_87942_Кирпич,Калининский,Квартира,Новостройка,5,9/9,110.3,5.8,70.4,9700000,87942,Кирпич,23.0,,,,,,,,9.0,9.0
Кировский_Новостройка_1_11/17_29.1_80756_Панель,Кировский,Квартира,Новостройка,1,11/17,29.1,8.4,10.3,2350000,80756,Панель,24.0,,,,,,,,11.0,17.0
Кировский_Новостройка_1_11/17_41.8_68182_Панель,Кировский,Квартира,Новостройка,1,11/17,41.8,4.4,27.0,2850000,68182,Панель,24.0,,,,,,,,11.0,17.0
Кировский_Новостройка_1_6/17_43.1_66125_Панель,Кировский,Квартира,Новостройка,1,6/17,43.1,18.3,8.8,2850000,66125,Панель,24.0,,,,,,,,6.0,17.0
Кировский_Новостройка_2_5/17_72_58333_Панель,Кировский,Квартира,Новостройка,2,5/17,72.0,,,4200000,58333,Панель,24.0,,,,,,,,5.0,17.0
Кировский_Новостройка_3_14/17_85.7_60093_Панель,Кировский,Квартира,Новостройка,3,14/17,85.7,17.8,43.8,5150000,60093,Панель,24.0,,,,,,,,14.0,17.0
Кировский_Новостройка_Своб. планировка_5/17_43_70930_Панель,Кировский,Квартира,Новостройка,Своб. планировка,5/17,43.0,,,3050000,70930,Панель,24.0,,,,,,,,5.0,17.0
Октябрьский_Новостройка_1_3/7_44.2_123303_Монолит,Октябрьский,Квартира,Новостройка,1,3/7,44.2,19.6,12.3,5450000,123303,Монолит,26.0,,,,,,,,3.0,7.0
Октябрьский_Новостройка_1_3/7_44.2_124434_Монолит,Октябрьский,Квартира,Новостройка,1,3/7,44.2,19.6,12.3,5500000,124434,Монолит,26.0,,,,,,,,3.0,7.0
Октябрьский_Новостройка_1_4/7_44_127273_Монолит,Октябрьский,Квартира,Новостройка,1,4/7,44.0,19.5,12.2,5600000,127273,Монолит,26.0,,,,,,,,4.0,7.0
Октябрьский_Новостройка_1_5/7_42.5_125412_Монолит,Октябрьский,Квартира,Новостройка,1,5/7,42.5,18.3,11.6,5330000,125412,Монолит,26.0,,,,,,,,5.0,7.0
Октябрьский_Новостройка_1_6/7_58.7_110733_Монолит,Октябрьский,Квартира,Новостройка,1,6/7,58.7,22.9,13.4,6500000,110733,Монолит,26.0,,,,,,,,6.0,7.0
Октябрьский_Новостройка_1_7/7_53.6_122201_Монолит,Октябрьский,Квартира,Новостройка,1,7/7,53.6,25.4,10.5,6550000,122201,Монолит,26.0,,,,,,,,7.0,7.0
Октябрьский_Новостройка_1_7/7_68.5_120000_Монолит,Октябрьский,Квартира,Новостройка,1,7/7,68.5,34.0,12.7,8220000,120000,Монолит,26.0,,,,,,,,7.0,7.0
Октябрьский_Новостройка_2_1/7_164.6_106318_Монолит,Октябрьский,Квартира,Новостройка,2,1/7,164.6,49.8,27.9,17500000,106318,Монолит,26.0,,,,,,,,1.0,7.0
Октябрьский_Новостройка_2_2/7_59.1_112352_Монолит,Октябрьский,Квартира,Новостройка,2,2/7,59.1,18.0,24.1,6640000,112352,Монолит,26.0,,,,,,,,2.0,7.0
Октябрьский_Новостройка_2_2/7_68.5_111095_Монолит,Октябрьский,Квартира,Новостройка,2,2/7,68.5,20.4,24.2,7610000,111095,Монолит,26.0,,,,,,,,2.0,7.0
Октябрьский_Новостройка_2_2/7_79.6_101382_Монолит,Октябрьский,Квартира,Новостройка,2,2/7,79.6,24.4,26.8,8070000,101382,Монолит,26.0,,,,,,,,2.0,7.0
Октябрьский_Новостройка_2_3/7_63_111905_Монолит,Октябрьский,Квартира,Новостройка,2,3/7,63.0,18.6,24.1,7050000,111905,Монолит,26.0,,,,,,,,3.0,7.0
Октябрьский_Новостройка_2_3/7_65.5_107634_Кирпич,Октябрьский,Квартира,Новостройка,2,3/7,65.5,3.8,40.2,7050000,107634,Кирпич,26.0,,,,,,,,3.0,7.0
Октябрьский_Новостройка_2_3/7_65.5_107634_Монолит,Октябрьский,Квартира,Новостройка,2,3/7,65.5,21.3,22.7,7050000,107634,Монолит,26.0,,,,,,,,3.0,7.0
Октябрьский_Новостройка_2_3/7_66.8_109431_Монолит,Октябрьский,Квартира,Новостройка,2,3/7,66.8,16.6,24.3,7310000,109431,Монолит,26.0,,,,,,,,3.0,7.0
Октябрьский_Новостройка_2_4/7_63_112857_Монолит,Октябрьский,Квартира,Новостройка,2,4/7,63.0,18.6,24.1,7110000,112857,Монолит,26.0,,,,,,,,4.0,7.0
Октябрьский_Новостройка_2_4/7_65.6_108841_Монолит,Октябрьский,Квартира,Новостройка,2,4/7,65.6,21.5,22.7,7140000,108841,Монолит,26.0,,,,,,,,4.0,7.0
Октябрьский_Новостройка_2_4/7_67.2_109970_Монолит,Октябрьский,Квартира,Новостройка,2,4/7,67.2,16.6,24.3,7390000,109970,Монолит,26.0,,,,,,,,4.0,7.0
Октябрьский_Новостройка_2_5/7_63.6_110220_Кирпич,Октябрьский,Квартира,Новостройка,2,5/7,63.6,5.4,37.5,7010000,110220,Кирпич,26.0,,,,,,,,5.0,7.0
Октябрьский_Новостройка_2_5/7_63.6_110220_Монолит,Октябрьский,Квартира,Новостройка,2,5/7,63.6,20.4,22.5,7010000,110220,Монолит,26.0,,,,,,,,5.0,7.0
Октябрьский_Новостройка_2_5/7_63_112857_Монолит,Октябрьский,Квартира,Новостройка,2,5/7,63.0,18.6,24.1,7110000,112857,Монолит,26.0,,,,,,,,5.0,7.0
Октябрьский_Новостройка_2_5/7_65.5_108855_Монолит,Октябрьский,Квартира,Новостройка,2,5/7,65.5,21.3,22.7,7130000,108855,Монолит,26.0,,,,,,,,5.0,7.0
Октябрьский_Новостройка_2_5/7_67.4_109644_Монолит,Октябрьский,Квартира,Новостройка,2,5/7,67.4,16.6,24.3,7390000,109644,Монолит,26.0,,,,,,,,5.0,7.0
Октябрьский_Новостройка_2_6/7_126.3_106888_Монолит,Октябрьский,Квартира,Новостройка,2,6/7,126.3,44.0,31.4,13500000,106888,Монолит,26.0,,,,,,,,6.0,7.0
Октябрьский_Новостройка_2_6/7_62.8_117197_Монолит,Октябрьский,Квартира,Новостройка,2,6/7,62.8,16.6,26.7,7360000,117197,Монолит,26.0,,,,,,,,6.0,7.0
